20cm4,108,2,42.09,-86.49,177,n,E,fixed,St. Joseph CG Station; MI
21178,45,1,33.12,133.62,NULL,n,D,buoy,South of Shikoku
21346,45,7,40.302,146.192,NULL,n,D,dart,21346  380km East of Iwate; Japan
21347,45,7,39.601,145.799,NULL,n,D,dart,21347  320km East of Iwate; Japan
21348,45,7,38.816,145.595,NULL,n,D,dart,21348   350km East of Miyagi; Japan
21401,41,7,42.617,152.583,NULL,n,D,dart,250NM Southeast of Iturup Island
21402,41,7,46.488,158.343,NULL,n,D,dart,286NM East of Simushir Island
21413,0,7,30.517,152.127,0,n,E,dart,SOUTHEAST TOKYO - 700NM ESE of Tokyo; JP
21414,0,7,48.963,178.237,NULL,n,E,dart, AMCHITKA - 170 NM South of Amchitka; AK
21415,0,7,50.153,171.897,NULL,y,E,dart,ATTU - 175 NM South of Attu; AK
21416,0,7,48.11,163.435,0,n,E,dart,KAMCHATKA PENINSULA - 240NM SE of Kamchatka Peninsula; RU 
21417,0,7,43.192,157.142,0,n,D,dart,290NM SE of the Kuril Islands
21418,0,7,38.76,148.65,0,n,E,dart,NORTHEAST TOKYO - 450 NM NE of Tokyo; JP
21419,0,7,44.401,155.653,NULL,y,E,dart,KURIL ISLANDS - 209NM SE of Kuril Is. 
21420,0,7,33.2535,139.634,NULL,n,E,dart,SOUTHEAST MIYAZAKI - 260NM Southeast of Miyazaki
21595,45,1,36.7,-132.167,NULL,n,D,buoy,Drifter
21597,45,1,32.8,155.2,NULL,n,D,buoy,Drifter
21598,45,1,31.3,152.7,NULL,n,D,buoy,Drifter
21600,45,1,40.7,154.5,NULL,n,D,buoy,Drifter
21636,45,1,31.5,127.4,NULL,n,D,buoy,Drifter
21637,45,1,29.3,141.25,NULL,n,D,buoy,Drifter
21640,45,1,28.3,135.5,NULL,n,D,buoy,Drifter
21707,45,1,25,136,NULL,n,D,buoy,
21d13,0,7,32.5331,-179.951,0,n,E,dart,SOUTHEAST TOKYO - 700NM ESE of Tokyo; JP
22101,47,1,37.23,126.02,NULL,y,E,buoy,
22102,47,1,34.8,125.77,NULL,y,E,buoy,
22103,47,1,34,127.5,NULL,y,E,buoy,
22104,47,1,34.77,128.9,NULL,y,E,buoy,
22105,47,1,37.53,130,NULL,y,E,buoy,
22106,47,1,36.35,129.78,NULL,y,E,buoy,
22107,47,1,33.08,126.03,NULL,y,E,buoy,
22108,47,1,36.25,125.75,NULL,y,E,buoy,
23001,91,1,0,81,0,n,E,buoy,
23003,91,1,-2,81,0,n,E,buoy,
23004,91,1,0,90,0,n,E,buoy,
23006,91,1,4,90,0,n,E,buoy,
23007,91,1,8,90,0,n,E,buoy,
23008,91,1,12,90,0,n,E,buoy,
23009,91,1,15,90,0,n,E,buoy,
23010,91,1,-4,81,0,n,E,buoy,
23011,91,1,15,65,0,n,E,buoy,
23012,91,1,8,67,0,n,E,buoy,
23013,91,1,4,67,0,n,E,buoy,
23014,91,1,2,67,0,n,E,buoy,
23015,91,1,0,67,0,n,E,buoy,
23016,91,1,-2,67,0,n,E,buoy,
23017,91,1,-4,67,0,n,E,buoy,
23020,46,1,22.162,38.5,0,n,D,buoy,Red Sea
23217,38,7,3.798,91.701,NULL,n,E,dart,Bay of Bengal IN3
23218,67,7,10.165,88.5,NULL,n,E,dart,Bay of Bengal IN4
23219,38,7,13.472,88.998,NULL,y,E,dart,Bay of Bengal
23220,67,7,14.433,89.333,NULL,n,D,other,Bay of Bengal
23223,67,7,17.333,89.483,NULL,n,E,dart,Bay of Bengal
23225,67,7,18.63,67.18,NULL,n,E,dart,
23226,67,7,20.2,67.333,NULL,y,E,dart,Arabian Sea
23227,38,7,6.255,88.792,NULL,n,E,dart,Bay of Bengal
23228,38,7,20.764,65.284,NULL,y,E,dart,Arabian Sea
23401,65,7,8.86,88.55,NULL,n,E,dart,BAY OF BENGAL - 600 NM WNW of Phuket; Thailand
23461,65,7,9.541,95.668,NULL,y,E,dart,ANDAMAN SEA - 180 NM NW of Phuket; Thailand
28401,74,2,32.384,144.54,0,y,E,buoy,Kuroshio Extension Observatory (KEO)
28900,128,2,30,-90,NULL,n,D,other,SG168
28902,128,2,30,-90,NULL,n,D,other,SG176
28903,128,2,30,-90,NULL,n,D,other,SG182
28904,128,2,30,-90,NULL,n,D,other,SG140
28906,128,2,30,-90,NULL,n,E,other,SG121
28907,128,2,30,-90,NULL,n,E,other,SG171
28908,128,2,30,-90,NULL,n,E,other,SG017
28909,128,2,30,-90,NULL,n,E,other,SG123
31001,87,1,0,-35,0,n,E,buoy,Samba
31002,87,1,4,-38,0,n,E,buoy,Frevo
31003,87,1,-8,-30,0,n,E,buoy,Para?ba
31004,87,1,-14,-32,0,n,E,buoy,Salvador
31005,87,1,-19,-34,0,n,E,buoy,Espirito Santo
31006,87,1,4,-23,0,y,E,buoy,NE Extension
31007,87,1,0,-23,0,y,E,buoy,Jazz
31051,6,1,-25.283,-44.933,NULL,n,E,buoy,Santos
31052,6,1,-8.15,-34.567,NULL,n,E,buoy,RECIFE
31053,6,1,-32.595,-51.353,NULL,n,E,buoy, RIO GRANDE DO SUL
31201,94,2,-27.705,-48.134,0,n,D,buoy,Floripa; Brazil (109)
31260,6,1,-23.031,-43.088,NULL,n,D,buoy,
31261,40,1,-31.538,-49.862,NULL,n,D,buoy,
31478,40,1,-22.882,-43.132,NULL,n,D,buoy,
32012,136,2,-19.425,-85.078,0,n,D,buoy,Woods Hole Stratus Wave Station 
32066,42,7,-1.136,-81.765,NULL,n,D,dart,Ecuador INOCAR
32067,42,7,0.641,-81.262,NULL,n,D,dart,ECUADOR INOCAR
32068,42,7,-0.888,-81.664,NULL,y,E,dart,ECUADOR INOCAR - 58 NM West of Manta; Ecuador
32069,42,7,0.255,-81.211,NULL,y,E,dart,ECUADOR INOCAR - 71 NM West of Pedernales; Ecuador   
32301,0,0,-9.9,-105.2,0,n,D,buoy,
32302,0,0,-18,-85.1,0,n,D,buoy,
32303,0,6,5,-95,0,y,E,tao,5N 95W
32304,0,6,-5,-95,0,y,E,tao,5S 95W
32305,0,6,-8,-95,0,n,E,tao,8S 95W
32315,0,6,5,-110,0,y,E,tao,5N 110W
32316,0,6,2,-110,0,y,E,tao,2N 110W
32317,0,6,-2,-110,0,y,E,tao,2S 110W
32318,0,6,-5,-110,0,y,E,tao,5S 110W
32319,0,6,-8,-110,0,y,E,tao,8S 110W
32320,0,6,2,-95,0,n,E,tao,2N 95W
32321,0,6,0,-95,0,y,E,tao,0 95W
32322,0,6,-2,-95,0,n,E,tao,2S 95W
32323,0,6,0,-110,0,n,E,tao,0 110W
32401,35,7,-20.474,-73.421,NULL,y,E,dart,180 NM West of Iquique; Chile
32402,35,7,-26.743,-73.983,NULL,y,E,dart,180 NM  West of Caldera; Chile
32403,18,7,-23.163,-72.037,NULL,y,E,dart,91NM West of Antofagasta; Chile
32404,18,7,-32.123,-73.799,NULL,y,E,dart,120 NM NW of Valparaiso
32411,0,7,6.0345,-82.173,NULL,n,E,dart,WEST PANAMA - 710 NM WSW of Panama City; Panama
32412,0,7,-17.984,-86.374,NULL,n,D,dart,SOUTHWEST LIMA - 645 NM SW of Lima; Peru
32413,0,7,-7.428,-93.48,NULL,y,E,dart,NORTHWEST LIMA - 1000 NM WNW of Lima; Peru
32487,25,1,3.517,-77.737,NULL,n,D,buoy,Buenaventura; Colombia
32488,25,1,6.258,-77.511,NULL,n,D,buoy,Bahia Solano; Colombia
32489,24,7,2.998,-79.101,NULL,n,E,dart,Colombia   121NM SW of Buenaventura; Colombia
32745,0,0,2.109,-95.316,NULL,n,D,buoy,TAO Buoy Adrift
32746,0,0,-5,-110,NULL,n,D,buoy,TAO Buoy Adrift
32d12,0,7,-17.98,-86.33,NULL,n,D,dart,SOUTHWEST LIMA 645NM SW of Lima; Peru
32d13,0,7,-15.9143,-168.512,NULL,n,E,dart,ADRIFT BUOY FROM 32413
32st0,136,2,-22,-85,0,y,E,fixed,Stratus
34002,85,2,-55,-90,0,n,D,buoy,OOI Southern Ocean Buoy
34420,18,7,-35.758,-75.243,NULL,y,E,dart,119NM NW of Concepcion; Chile
41001,0,0,34.714,-72.248,0,y,E,buoy,EAST HATTERAS - 150 NM East of Cape Hatteras
41002,0,0,31.759,-74.936,0,y,E,other,SOUTH HATTERAS - 225 NM South of Cape Hatteras
41003,0,0,30.4,-80.1,NULL,n,D,buoy,
41004,0,0,32.502,-79.099,0,y,E,other,EDISTO - 41 NM Southeast of Charleston; SC
41005,0,0,31.7,-79.7,NULL,n,D,buoy,
41006,0,0,29.3,-77.4,NULL,n,D,buoy,
41007,0,0,34.2,-76.5,NULL,n,D,buoy,
41008,0,0,31.4,-80.866,0,y,E,buoy,GRAYS REEF - 40 NM Southeast of Savannah; GA
41009,0,0,28.508,-80.185,0,y,E,other,CANAVERAL 20 NM East of Cape Canaveral; FL
41010,0,0,28.878,-78.485,0,y,E,other,CANAVERAL EAST - 120NM East of Cape Canaveral
41011,0,0,28.2,-80.1,NULL,n,D,buoy,
41012,0,0,30.042,-80.534,0,n,D,buoy,St. Augustine; FL 40NM ENE of St Augustine; FL
41013,0,0,33.441,-77.764,0,y,E,other,Frying Pan Shoals; NC
41015,0,0,35.4,-75.3,NULL,n,D,buoy,
41016,0,0,24.6,-76.5,NULL,n,D,buoy,
41017,0,0,35.4,-75.1,NULL,n,D,buoy,
41018,0,0,15,-75,NULL,n,D,buoy,
41021,0,0,31.92,-80.85,NULL,n,D,buoy,Olympic Northeast
41022,0,0,31.89,-80.86,NULL,n,D,buoy,Olympic Southwest
41023,0,0,31.92,-80.93,NULL,n,D,buoy,Olympic Southwest
41024,20,2,33.837,-78.477,0,y,E,buoy,Sunset Nearshore; NC (SUN2)
41025,0,0,35.01,-75.454,0,y,E,buoy,Diamond Shoals; NC
41026,87,1,12,-38,0,n,E,buoy,Forro
41027,10,2,33.302,-78.137,NULL,n,D,buoy,Sunset Mid-Shelf (SUN 3)
41029,20,2,32.803,-79.624,0,y,E,buoy,Capers Nearshore; SC (CAP2)
41030,10,2,32.52,-79.34,NULL,n,D,buoy,Capers Mid-Shelf (CAP 3)
41033,20,2,32.279,-80.406,0,y,E,buoy,Fripp Nearshore; SC (FRP2)
41035,0,0,34.476,-77.28,0,n,D,buoy,Onslow Bay Inner; NC
41036,0,0,34.207,-76.949,NULL,n,D,buoy,Onslow Bay Outer; NC
41037,20,2,33.988,-77.362,0,y,E,buoy,Wrightsville Beach Offshore; NC (ILM3)
41038,20,2,34.141,-77.715,0,y,E,buoy,Wrightsville Beach Nearshore; NC (ILM2)
41040,0,0,14.54,-53.329,0,y,E,other,NORTH EQUATORIAL ONE- 470 NM East of Martinique
41041,0,0,14.453,-46.327,0,n,E,buoy,NORTH EQUATORIAL TWO - 890 NM East of Martinique 
41043,0,0,21.026,-64.793,0,y,E,other,NE PUERTO RICO - 170 NM NNE of San Juan; PR
41044,0,0,21.582,-58.63,0,y,E,buoy,NE ST MARTIN - 330 NM NE St Martin Is
41046,0,0,23.822,-68.384,0,y,E,buoy,EAST BAHAMAS - 335 NM East of San Salvador Is;  Bahamas 
41047,0,0,27.465,-71.452,0,y,E,other,NE BAHAMAS - 350 NM ENE of Nassau; Bahamas
41048,0,0,31.831,-69.573,0,y,E,other,WEST BERMUDA - 240 NM West of Bermuda
41049,0,0,27.49,-62.938,0,y,E,other,SOUTH BERMUDA - 300 NM SSE of Bermuda
41051,9,2,18.257,-65.004,0,n,D,buoy,South of St. Thomas; VI
41052,9,2,18.249,-64.763,0,y,E,buoy,South of St. John; VI
41053,9,2,18.474,-66.099,0,y,E,buoy,San Juan; PR
41056,9,2,18.261,-65.464,0,y,E,buoy,Vieques Island; PR
41057,43,2,19.833,-70.731,0,n,D,buoy,Puerto Plata; DO
41058,9,2,18.476,-65.157,0,n,E,buoy,North of St. Thomas; VI
41060,136,2,14.824,-51.017,0,n,E,buoy,Woods Hole Northwest Tropical Atlantic Wave Station
41061,136,2,24.581,-38,0,n,D,buoy,Woods Hole SPURS Wave Station
41062,126,2,35.778,-75.095,0,n,D,buoy,Hatteras Bay (B1)
41063,126,2,34.782,-75.941,0,n,D,buoy,Raleigh Bay (B2)
41064,20,2,34.207,-76.949,0,y,E,buoy,Onslow Bay Outer; NC (LEJ3)
41065,20,2,32.802,-79.619,0,y,E,buoy,Capers Nearshore Waves (CAP2WAVE)
41066,20,2,32.536,-79.656,0,y,E,buoy,CHR60
41076,20,2,32.536,-79.659,0,y,E,buoy,CHR60WAVE
41096,58,1,16.533,-61.404,NULL,n,D,buoy,North of Guadeloupe
41097,58,1,14.48,-61.096,NULL,n,D,buoy,Fort-de-France; Martinique
41098,58,1,14.894,-61.113,NULL,n,D,buoy,North of Martinique
41100,58,1,15.9,-57.883,NULL,n,D,buoy,East of Guadeloupe
41101,58,1,14.6,-56.201,NULL,n,D,buoy,East of Martinique
41108,94,2,33.722,-78.016,0,y,E,buoy,Wilmington Harbor; NC - (200)
41109,94,2,34.484,-77.3,0,n,D,buoy,New River Inlet; NC - 190
41110,20,2,34.142,-77.715,0,y,E,buoy,Masonboro Inlet; ILM2; NC (150)
41112,94,2,30.709,-81.292,0,y,E,buoy,Offshore Fernandina Beach; FL (132)
41113,94,2,28.4,-80.533,0,y,E,buoy,Cape Canaveral Nearshore; FL (143)
41114,94,2,27.551,-80.217,0,y,E,buoy,Fort Pierce; FL (134)
41115,9,2,18.376,-67.28,0,y,E,buoy,Rincon; Puerto Rico (181)
41116,94,2,28.523,-80.188,0,n,D,buoy,Oculina Bank North; FL (227)
41117,107,2,30,-81.08,0,y,E,buoy,St. Augustine; FL (194)
41118,94,2,28.609,-80.59,0,n,D,buoy,Chester Shoal; FL (228)
41119,20,2,33.842,-78.483,0,n,D,buoy,Sunset Beach; NC - (245)
41120,94,2,35.259,-75.286,NULL,y,E,buoy,Cape Hatteras East; NC (250)
41121,9,2,18.49,-66.701,0,y,E,buoy,Arecibo; Puerto Rico (249)
41139,87,1,20,-38,0,y,E,buoy,
41140,94,2,17.769,-64.723,NULL,n,D,buoy,Christiansted; St. Croix; Virgin Islands
41141,94,2,17.684,-64.635,NULL,n,D,buoy,Fareham; St. Croix; Virgin Islands
41159,20,2,34.213,-76.949,0,y,E,buoy,Onslow Bay Outer; NC (217)
41193,25,1,12.351,-72.218,NULL,n,D,buoy,Puerto Bolivar; Colombia
41194,25,1,11.161,-74.681,NULL,n,D,buoy,Barranquilla; Colombia
41300,58,1,15.85,-57.467,NULL,n,E,other,West Indies
41420,0,7,26.2673,-77.0517,NULL,n,E,dart,NORTH SANTO DOMINGO - 328NM NNE of Santo Domingo; DO
41421,0,7,23.373,-63.902,NULL,n,E,dart,NORTH ST THOMAS - 300 NM North of St Thomas; Virgin Is
41424,0,7,33,-72.66,NULL,n,D,dart,EAST CHARLESTON - 370 NM East of Charleston; SC
41425,0,7,28.633,-65.65,NULL,n,E,dart,SOUTHWEST BERMUDA - 200 NM SSW of Hamilton; Bermuda
41554,2,2,18.078,-64.743,NULL,n,D,buoy,
41670,2,2,24.71,-28.42,NULL,n,D,buoy,
41852,2,2,23.24,-24.02,NULL,n,D,buoy,
41904,2,2,3.017,90.9,NULL,n,D,buoy,
41933,2,2,44.95,-12.8,NULL,n,D,buoy,
41a46,0,0,23.838,-68.333,NULL,n,D,buoy,EAST BAHAMAS - 335 NM East of San Salvador Is; Bahamas backup
41b41,0,0,14.329,-46.082,NULL,n,D,buoy,NORTH EQUATORIAL TWO - 890 NM East of Martinique 
41d20,0,7,23.508,-67.287,NULL,n,D,other,Adrift from 41420
41nt0,136,2,15,-51,0,y,E,fixed,NTAS - Northwest Tropical Atlantic
41s43,0,0,21.132,-64.856,0,n,D,other,170 NM NNE of San Juan; PR (SCP12)
41s46,0,0,23.866,-68.481,0,n,D,other,335 NM East of San Salvador Is; Bahamas (SCP10)
41x01,0,0,26.4662,-50.3722,0,n,E,other,Adrift from 41001; 150nm E of Cape Hatteras
42001,0,0,25.942,-89.657,0,n,E,other,MID GULF - 180 nm South of Southwest Pass; LA
42002,0,0,26.055,-93.646,0,y,E,buoy,WEST GULF - 207 NM East of Brownsville; TX
42003,0,0,25.925,-85.615,0,n,E,buoy,East GULF - 208 NM West of Naples; FL
42004,0,0,27.5,-85.5,NULL,n,D,buoy,
42005,0,0,30,-85.9,NULL,n,D,buoy,
42006,0,0,26.5,-96,NULL,n,D,buoy,
42007,0,0,30.09,-88.769,0,n,D,buoy,BILOXI - 22 NM SSE of Biloxi; MS
42008,0,0,28.7,-95.3,NULL,n,D,other,
42009,0,0,29.3,-87.5,NULL,n,D,buoy,
42010,0,0,29.7,-93.4,NULL,n,D,other,
42011,0,0,29.7,-93.5,NULL,n,D,other,
42012,0,0,30.06,-87.548,0,y,E,buoy,ORANGE BEACH - 44 NM SE of Mobile; AL
42013,16,2,27.173,-82.924,0,y,E,buoy,C10 - WFS Central Buoy; 25m Isobath
42014,16,2,25.254,-82.22,0,n,D,buoy,C17 - W. FL Sea-Coos
42015,0,0,30.1,-88.2,NULL,n,D,buoy,
42016,0,0,30.2,-88.1,NULL,n,D,buoy,
42017,0,0,27.9,-90.9,NULL,n,D,buoy,
42018,0,0,30,-88.2,NULL,n,D,buoy,
42019,0,0,27.91,-95.345,0,y,E,buoy,FREEPORT; TX - 60 NM South of Freeport; TX
42020,0,0,26.968,-96.693,0,y,E,other,CORPUS CHRISTI; TX - 60NM SSE of Corpus Christi; TX
42021,16,2,28.311,-83.306,0,n,D,buoy,C14 - Pasco County Buoy; FL
42022,16,2,27.505,-83.741,0,y,E,buoy,C12 - WFS Central Buoy; 50m Isobath
42023,16,2,26.01,-83.086,0,n,E,buoy,C13 - WFS South Buoy; 50m Isobath
42024,16,2,27.464,-84.219,0,n,D,buoy,C16 - W. FL MERHAB
42025,0,0,24.9,-80.4,NULL,n,D,buoy,
42026,16,2,25.171,-83.475,0,y,E,buoy,C22 - Loop Current Pressure Point Buoy; 70m Isobath
42031,22,2,30.09,-88.212,0,n,E,buoy,West End CP; AL
42035,0,0,29.232,-94.413,0,y,E,other,GALVESTON;TX -  22 NM East of Galveston; TX
42036,0,0,28.501,-84.508,0,y,E,other,WEST TAMPA  - 112 NM WNW of Tampa; FL
42037,0,0,24.5,-81.4,0,n,D,buoy,
42038,0,0,27.421,-92.555,NULL,n,D,buoy,North Mid Gulf of Mexico
42039,0,0,28.787,-86.007,0,y,E,other,PENSACOLA - 115NM SSE of Pensacola; FL
42040,0,0,29.207,-88.237,0,y,E,other,LUKE OFFSHORE TEST PLATFORM - 63 NM South of Dauphin Island; AL
42041,0,0,27.504,-90.462,0,n,D,buoy,North Mid Gulf 110NM South of Grand Isle; LA
42042,0,0,29.88,-88.32,NULL,n,D,buoy,Pascagoula
42043,104,2,28.982,-94.899,0,n,E,buoy,TGLO TABS Buoy B
42044,104,2,26.191,-97.051,0,n,E,buoy,TGLO TABS Buoy J
42045,104,2,26.217,-96.5,0,n,E,buoy,TGLO TABS Buoy K
42046,104,2,27.89,-94.037,0,n,D,buoy,GERG Flower Gardens Buoy N
42047,104,2,27.897,-93.597,0,n,D,buoy,GERG Flower Gardens Buoy V
42048,104,2,27.939,-96.843,0,n,E,buoy,TABS D
42049,104,2,28.351,-96.006,0,n,E,buoy,TABS W
42050,104,2,28.842,-94.242,0,n,E,buoy,TABS F
42051,104,2,29.635,-93.642,0,n,E,buoy,TABS R
42053,0,0,29.55,-88.5,NULL,n,D,buoy,Pascagoula South
42054,0,0,26,-87.73,NULL,n,D,buoy,East Gulf
42055,0,0,22.124,-93.941,0,y,E,other,BAY OF CAMPECHE - 214 NM NE of Veracruz; MX
42056,0,0,19.82,-84.945,0,y,E,other, Yucatan Basin - 120 NM ESE of Cozumel; MX
42057,0,0,16.908,-81.422,0,n,E,buoy,Western Caribbean - 195 NM WSW of Negril; Jamaica
42058,0,0,12.5515,-81.6935,0,n,E,other,Central Caribbean - 210 NM SSE of Kingston; Jamaica
42059,0,0,15.3,-67.483,0,y,E,other,Eastern Caribbean Sea - 180 NM SSW of Ponce; PR
42060,0,0,16.434,-63.329,0,y,E,buoy,Caribbean Valley - 63 NM WSW of Montserrat
42065,0,0,14.926,-75.046,0,n,D,buoy,Near 42058 Central Caribbean
42067,131,2,30.05,-88.583,0,n,E,other,USM-R1
42078,107,2,24.5,-81.251,0,n,D,buoy,Big Pine Key; FL (237)
42079,107,2,24.535,-81.242,0,n,D,buoy,Bahia Honda Key; FL (242)
42080,0,0,24.396,-81.934,0,n,D,buoy,Offshore Sand Key; FL
42084,94,2,28.988,-89.649,0,y,E,buoy,Southwest Pass Entrance W; LA (256)
42085,9,2,17.869,-66.532,0,y,E,buoy,Southeast of Ponce; PR
42087,43,2,11.185,-60.848,0,n,D,buoy,Buccoo Reef; Buccoo Marine Park; TT
42088,43,2,11.301,-60.521,0,n,D,buoy,Angel Reef; TT
42089,43,2,19.699,-80.061,0,n,D,buoy,Little Cayman Research Center; CYM
42090,43,2,18.432,-69.58,0,n,D,buoy,Catuan Wreck; Boca Chica; DR
42091,94,2,29.087,-92.506,0,n,E,buoy,Trinity Shoal; LA (255)
42092,17,2,27.774,-96.972,NULL,n,E,buoy,Aransas Pass Channel Entrance S; TX (252)
42093,107,2,29.017,-89.832,0,n,D,buoy,Grand Isle Outer; LA (247)
42094,94,2,29.085,-89.907,0,n,D,buoy,Grand Isle; LA (246)
42095,107,2,24.407,-81.967,0,y,E,buoy,Satan Shoal; FL (244)
42097,107,2,25.701,-83.65,0,n,E,buoy,Pulley Ridge; FL (226)
42098,33,2,27.59,-82.931,0,y,E,buoy,Egmont Channel Entrance; FL (214)
42099,94,2,27.349,-84.275,0,y,E,buoy,Offshore St. Petersburg; FL (144)
42407,0,7,15.229,-68.188,NULL,n,E,dart,SOUTH PUERTO RICO - 230 NM Southwest of San Juan; PR
42408,0,7,25.2,-87,NULL,n,D,dart,EAST GULF of MEXICO - 225NM WNW of Loggerhead Key; FL  
42409,0,7,25.9,-89.287,NULL,y,E,dart,GULF OF MEXICO - 247 NM South of New Orleans; LA
42429,0,7,27.401,-85.671,NULL,n,D,dart,DART WAVE GLIDER STATION 
42534,0,0,29.643,-93.839,NULL,n,D,buoy,Moored Drifter
43001,0,6,8,-110,0,y,E,tao,8N 110W
43010,136,2,10.051,-125.032,0,n,D,buoy,Woods Hole Spurs Wave Station
43301,0,6,8,-95,0,n,E,tao,8N 95W
43412,0,7,16.003,-106.987,NULL,y,E,dart,SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo; MX
43413,0,7,10.949,-100.03,0,n,E,dart,SOUTH ACAPULCO - 360NM South of Acapulco; MX
44001,0,0,38.7,-73.6,NULL,n,D,buoy,
44003,0,0,40.8,-68.5,NULL,n,D,buoy,
44004,0,0,38.484,-70.433,0,n,D,buoy,HOTEL 200NM East of Cape May;NJ
44005,0,0,43.201,-69.127,0,y,E,buoy,GULF OF MAINE - 78 NM East of Portsmouth; NH
44006,0,0,36.3,-75.4,NULL,n,D,buoy,
44007,0,0,43.525,-70.14,0,y,E,other,PORTLAND - 12 NM Southeast of Portland;ME
44008,0,0,40.496,-69.25,0,y,E,other,NANTUCKET 54 NM Southeast of Nantucket
44009,0,0,38.46,-74.692,0,y,E,buoy,DELAWARE BAY 26 NM Southeast of Cape May; NJ
44010,0,0,36.9,-75.7,NULL,n,D,buoy,
44011,0,0,41.093,-66.562,0,y,E,other,GEORGES BANK 170 NM East of Hyannis; MA
44012,0,0,38.8,-74.6,NULL,n,D,buoy,
44013,0,0,42.346,-70.651,0,y,E,buoy,BOSTON 16 NM East of Boston; MA
44014,0,0,36.609,-74.842,0,y,E,buoy,VIRGINIA BEACH 64 NM East of Virginia Beach; VA
44015,0,0,37.5,-73.4,NULL,n,D,buoy,
44017,0,0,40.693,-72.049,0,y,E,other,MONTAUK POINT - 23 NM SSW of Montauk Point; NY
44018,0,0,42.206,-70.143,0,n,E,other,CAPE COD - 9 NM North of Provincetown; MA
44019,0,0,36.4,-75.2,NULL,n,D,buoy,
44020,0,0,41.493,-70.279,0,y,E,other,NANTUCKET SOUND
44021,77,2,43.762,-69.988,0,n,D,buoy,Buoy D - New Meadows River
44022,64,2,40.883,-73.728,0,y,E,buoy,Execution Rocks
44023,0,0,37.5,-74.4,NULL,n,D,buoy,
44024,77,2,42.325,-65.909,0,n,E,buoy,Buoy N01 - Northeast Channel
44025,0,0,40.251,-73.164,0,y,E,other,LONG ISLAND - 30 NM South of Islip; NY
44026,0,0,36,-73.5,NULL,n,D,buoy,
44027,0,0,44.283,-67.3,0,y,E,other,Jonesport; ME - 20 NM SE of Jonesport; ME
44028,0,0,41.4,-71.08,NULL,n,D,buoy,Buzzard's Bay
44029,77,2,42.523,-70.566,0,y,E,buoy,Buoy A01 - Massachusetts Bay
44030,77,2,43.179,-70.426,0,y,E,buoy,Buoy B01 - Western Maine Shelf
44031,77,2,43.57,-70.06,0,n,D,buoy,Buoy C0201 - Casco Bay
